"Step","visionary-plant-6 - step_crash","visionary-plant-6 - step_crash__MIN","visionary-plant-6 - step_crash__MAX"
"46585","0","0","0"
"46592","0","0","0"
"46599","0","0","0"
"46606","0","0","0"
"46613","0","0","0"
"46620","0","0","0"
"46627","0","0","0"
"46634","0","0","0"
"46641","0","0","0"
"46648","0","0","0"
"46655","0","0","0"
"46662","0","0","0"
"46669","0","0","0"
"46676","0","0","0"
"46683","0","0","0"
"46690","0","0","0"
"46697","0","0","0"
"46704","0","0","0"
"46711","0","0","0"
"46718","0","0","0"
"46725","0","0","0"
"46732","0","0","0"
"46739","0","0","0"
"46746","0","0","0"
"46753","1","1","1"
"46760","0","0","0"
"46767","0","0","0"
"46774","0","0","0"
"46781","0","0","0"
"46788","0","0","0"
"46795","0","0","0"
"46802","0","0","0"
"46809","0","0","0"
"46816","0","0","0"
"46823","1","1","1"
"46830","0","0","0"
"46837","0","0","0"
"46844","0","0","0"
"46851","0","0","0"
"46858","0","0","0"
"46865","0","0","0"
"46872","0","0","0"
"46879","0","0","0"
"46886","0","0","0"
"46893","0","0","0"
"46900","0","0","0"
"46907","0","0","0"
"46914","0","0","0"
"46921","0","0","0"
"46928","0","0","0"
"46935","0","0","0"
"46942","0","0","0"
"46949","1","1","1"
"46956","0","0","0"
"46963","0","0","0"
"46970","0","0","0"
"46977","1","1","1"
"46984","0","0","0"
"46991","0","0","0"
"46998","0","0","0"
"47005","0","0","0"
"47012","0","0","0"
"47019","0","0","0"
"47026","0","0","0"
"47033","0","0","0"
"47040","0","0","0"
"47047","0","0","0"
"47054","0","0","0"
"47061","0","0","0"
"47068","0","0","0"
"47075","0","0","0"
"47082","0","0","0"
"47089","0","0","0"
"47096","0","0","0"
"47103","0","0","0"
"47110","0","0","0"
"47117","0","0","0"
"47124","0","0","0"
"47131","1","1","1"
"47138","0","0","0"
"47145","0","0","0"
"47152","0","0","0"
"47159","1","1","1"
"47166","0","0","0"
"47173","0","0","0"
"47180","0","0","0"
"47187","0","0","0"
"47194","0","0","0"
"47201","0","0","0"
"47208","1","1","1"
"47215","0","0","0"
"47222","0","0","0"
"47229","0","0","0"
"47236","0","0","0"
"47243","1","1","1"
"47250","0","0","0"
"47257","0","0","0"
"47264","0","0","0"
"47271","1","1","1"
"47278","0","0","0"
"47285","0","0","0"
"47292","1","1","1"
"47299","0","0","0"
"47306","0","0","0"
"47313","0","0","0"
"47320","0","0","0"
"47327","0","0","0"
"47334","0","0","0"
"47341","0","0","0"
"47348","0","0","0"
"47355","0","0","0"
"47362","0","0","0"
"47369","0","0","0"
"47376","0","0","0"
"47383","0","0","0"
"47390","0","0","0"
"47397","0","0","0"
"47404","0","0","0"
"47411","1","1","1"
"47418","0","0","0"
"47425","0","0","0"
"47432","0","0","0"
"47439","0","0","0"
"47446","0","0","0"
"47453","0","0","0"
"47460","0","0","0"
"47467","0","0","0"
"47474","0","0","0"
"47489","0","0","0"
"47496","0","0","0"
"47503","0","0","0"
"47510","0","0","0"
"47517","0","0","0"
"47524","0","0","0"
"47531","0","0","0"
"47538","0","0","0"
"47545","0","0","0"
"47552","0","0","0"
"47559","0","0","0"
"47566","0","0","0"
"47573","0","0","0"
"47580","0","0","0"
"47587","0","0","0"
"47594","0","0","0"
"47605","0","0","0"
"47612","0","0","0"
"47619","0","0","0"
"47626","0","0","0"
"47633","0","0","0"
"47640","0","0","0"
"47647","0","0","0"
"47654","1","1","1"
"47661","0","0","0"
"47668","0","0","0"
"47675","0","0","0"
"47682","0","0","0"
"47689","0","0","0"
"47696","0","0","0"
"47703","0","0","0"
"47710","0","0","0"
"47717","0","0","0"
"47724","0","0","0"
"47731","0","0","0"
"47738","0","0","0"
"47745","0","0","0"
"47752","0","0","0"
"47759","0","0","0"
"47766","0","0","0"
"47773","0","0","0"
"47780","0","0","0"
"47787","0","0","0"
"47794","0","0","0"
"47801","0","0","0"
"47808","0","0","0"
"47815","0","0","0"
"47822","0","0","0"
"47829","0","0","0"
"47836","0","0","0"
"47843","1","1","1"
"47850","0","0","0"
"47857","0","0","0"
"47864","0","0","0"
"47871","0","0","0"
"47878","0","0","0"
"47885","0","0","0"
"47892","1","1","1"
"47899","0","0","0"
"47906","0","0","0"
"47913","0","0","0"
"47920","0","0","0"
"47927","0","0","0"
"47934","1","1","1"
"47941","0","0","0"
"47948","0","0","0"
"47955","0","0","0"
"47962","0","0","0"
"47969","0","0","0"
"47976","0","0","0"
"47983","0","0","0"
"47990","0","0","0"
"47997","0","0","0"
"48004","0","0","0"
"48011","0","0","0"
"48018","0","0","0"
"48025","0","0","0"
"48032","0","0","0"
"48039","0","0","0"
"48046","1","1","1"
"48053","0","0","0"
"48060","1","1","1"
"48067","0","0","0"
"48074","0","0","0"
"48081","0","0","0"
"48088","0","0","0"
"48095","0","0","0"
"48102","0","0","0"
"48109","0","0","0"
"48116","0","0","0"
"48123","0","0","0"
"48130","0","0","0"
"48137","0","0","0"
"48144","0","0","0"
"48151","0","0","0"
"48158","0","0","0"
"48165","0","0","0"
"48172","0","0","0"
"48179","0","0","0"
"48186","0","0","0"
"48193","0","0","0"
"48200","0","0","0"
"48207","0","0","0"
"48214","0","0","0"
"48221","0","0","0"
"48228","0","0","0"
"48235","0","0","0"
"48242","0","0","0"
"48249","0","0","0"
"48256","0","0","0"
"48263","0","0","0"
"48270","0","0","0"
"48277","0","0","0"
"48284","0","0","0"
"48291","0","0","0"
"48298","0","0","0"
"48305","0","0","0"
"48312","0","0","0"
"48319","0","0","0"
"48326","0","0","0"
"48333","0","0","0"
"48340","0","0","0"
"48347","0","0","0"
"48354","0","0","0"
"48361","0","0","0"
"48368","0","0","0"
"48375","0","0","0"
"48382","0","0","0"
"48389","0","0","0"
"48396","0","0","0"
"48403","0","0","0"
"48410","0","0","0"
"48417","0","0","0"
"48424","0","0","0"
"48431","0","0","0"
"48438","0","0","0"
"48445","0","0","0"
"48452","0","0","0"
"48459","0","0","0"
"48466","1","1","1"
"48473","0","0","0"
"48480","0","0","0"
"48487","0","0","0"
"48494","0","0","0"
"48501","0","0","0"
"48508","0","0","0"
"48515","0","0","0"
"48522","0","0","0"
"48529","0","0","0"
"48536","0","0","0"
"48543","0","0","0"
"48550","0","0","0"
"48557","0","0","0"
"48564","1","1","1"
"48571","0","0","0"
"48578","0","0","0"
"48585","1","1","1"
"48592","0","0","0"
"48599","0","0","0"
"48606","0","0","0"
"48613","0","0","0"
"48620","0","0","0"
"48627","0","0","0"
"48634","0","0","0"
"48641","0","0","0"
"48648","0","0","0"
"48655","0","0","0"
"48662","0","0","0"
"48669","0","0","0"
"48676","0","0","0"
"48683","0","0","0"
"48690","0","0","0"
"48697","0","0","0"
"48712","0","0","0"
"48719","0","0","0"
"48726","0","0","0"
"48733","0","0","0"
"48740","0","0","0"
"48747","0","0","0"
"48754","0","0","0"
"48761","0","0","0"
"48768","0","0","0"
"48775","0","0","0"
"48782","0","0","0"
"48789","0","0","0"
"48796","0","0","0"
"48803","0","0","0"
"48810","0","0","0"
"48817","0","0","0"
"48828","0","0","0"
"48835","1","1","1"
"48842","0","0","0"
"48849","0","0","0"
"48856","0","0","0"
"48863","0","0","0"
"48870","0","0","0"
"48877","0","0","0"
"48884","0","0","0"
"48891","0","0","0"
"48898","0","0","0"
"48905","0","0","0"
"48912","0","0","0"
"48919","0","0","0"
"48926","0","0","0"
"48933","0","0","0"
"48940","0","0","0"
"48947","0","0","0"
"48954","0","0","0"
"48961","0","0","0"
"48968","0","0","0"
"48975","0","0","0"
"48982","0","0","0"
"48989","0","0","0"
"48996","0","0","0"
"49003","0","0","0"
"49010","0","0","0"
"49017","0","0","0"
"49024","0","0","0"
"49031","0","0","0"
"49038","0","0","0"
"49045","0","0","0"
"49052","0","0","0"
"49059","0","0","0"
"49066","0","0","0"
"49073","0","0","0"
"49080","0","0","0"
"49087","0","0","0"
"49094","0","0","0"
"49101","0","0","0"
"49108","0","0","0"
"49115","0","0","0"
"49122","0","0","0"
"49129","0","0","0"
"49136","0","0","0"
"49143","0","0","0"
"49150","0","0","0"
"49157","0","0","0"
"49164","1","1","1"
"49171","0","0","0"
"49178","0","0","0"
"49185","0","0","0"
"49192","0","0","0"
"49199","0","0","0"
"49206","0","0","0"
"49213","0","0","0"
"49220","0","0","0"
"49227","0","0","0"
"49234","0","0","0"
"49241","0","0","0"
"49248","0","0","0"
"49255","0","0","0"
"49262","0","0","0"
"49269","0","0","0"
"49276","0","0","0"
"49283","0","0","0"
"49290","0","0","0"
"49297","0","0","0"
"49304","0","0","0"
"49311","0","0","0"
"49318","0","0","0"
"49325","0","0","0"
"49332","0","0","0"
"49339","0","0","0"
"49346","0","0","0"
"49353","0","0","0"
"49360","0","0","0"
"49367","0","0","0"
"49374","0","0","0"
"49381","0","0","0"
"49388","0","0","0"
"49395","0","0","0"
"49402","0","0","0"
"49409","0","0","0"
"49416","0","0","0"
"49423","0","0","0"
"49430","0","0","0"
"49437","0","0","0"
"49444","0","0","0"
"49451","0","0","0"
"49458","0","0","0"
"49465","1","1","1"
"49472","0","0","0"
"49479","0","0","0"
"49486","0","0","0"
"49493","0","0","0"
"49500","0","0","0"
"49507","0","0","0"
"49514","0","0","0"
"49521","0","0","0"
"49528","0","0","0"
"49535","0","0","0"
"49542","0","0","0"
"49549","0","0","0"
"49556","1","1","1"
"49563","0","0","0"
"49570","0","0","0"
"49577","0","0","0"
"49584","0","0","0"
"49591","0","0","0"
"49598","0","0","0"
"49605","0","0","0"
"49612","0","0","0"
"49619","1","1","1"
"49626","0","0","0"
"49633","0","0","0"
"49640","0","0","0"
"49647","0","0","0"
"49654","0","0","0"
"49661","0","0","0"
"49668","0","0","0"
"49675","0","0","0"
"49682","0","0","0"
"49689","1","1","1"
"49696","0","0","0"
"49703","0","0","0"
"49710","0","0","0"
"49717","0","0","0"
"49724","0","0","0"
"49731","0","0","0"
"49738","0","0","0"
"49745","0","0","0"
"49760","0","0","0"
"49767","0","0","0"
"49774","0","0","0"
"49781","0","0","0"
"49788","0","0","0"
"49795","0","0","0"
"49802","0","0","0"
"49809","0","0","0"
"49820","0","0","0"
"49827","0","0","0"
"49834","0","0","0"
"49841","0","0","0"
"49848","0","0","0"
"49855","0","0","0"
"49862","0","0","0"
"49869","1","1","1"
"49876","0","0","0"
"49883","0","0","0"
"49890","0","0","0"
"49897","1","1","1"
"49904","0","0","0"
"49911","0","0","0"
"49918","0","0","0"
"49925","0","0","0"
"49932","0","0","0"
"49939","0","0","0"
"49946","0","0","0"
"49953","0","0","0"
"49960","0","0","0"
"49967","0","0","0"
"49974","0","0","0"
"49981","0","0","0"
"49988","0","0","0"
"49995","0","0","0"
"50002","0","0","0"
"50009","0","0","0"
"50016","0","0","0"
"50023","0","0","0"
"50030","0","0","0"
"50037","1","1","1"
"50044","0","0","0"
"50051","0","0","0"
"50058","0","0","0"
"50065","0","0","0"
"50072","0","0","0"
"50079","0","0","0"
"50086","0","0","0"
"50093","0","0","0"
"50100","0","0","0"
"50107","0","0","0"
"50114","1","1","1"
"50121","0","0","0"
"50128","0","0","0"
"50135","0","0","0"
"50142","0","0","0"
"50149","0","0","0"
"50156","0","0","0"
"50163","0","0","0"
"50170","0","0","0"
"50177","0","0","0"
"50184","0","0","0"
"50191","0","0","0"
"50198","0","0","0"
"50205","1","1","1"
"50212","0","0","0"
"50219","0","0","0"
"50226","0","0","0"
"50233","0","0","0"
"50240","0","0","0"
"50247","0","0","0"
"50254","0","0","0"
"50261","1","1","1"
"50268","0","0","0"
"50275","0","0","0"
"50282","0","0","0"
"50289","0","0","0"
"50296","0","0","0"
"50303","1","1","1"
"50310","0","0","0"
"50317","0","0","0"
"50324","1","1","1"
"50331","0","0","0"
"50338","0","0","0"
"50345","0","0","0"
"50352","0","0","0"
"50359","0","0","0"
"50366","1","1","1"
"50373","0","0","0"
"50380","0","0","0"
"50387","0","0","0"
"50394","0","0","0"
"50401","0","0","0"
"50408","0","0","0"
"50415","1","1","1"
"50422","0","0","0"
"50429","0","0","0"
"50436","0","0","0"
"50443","0","0","0"
"50450","0","0","0"
"50457","0","0","0"
"50464","0","0","0"
"50471","0","0","0"
"50478","0","0","0"
"50485","0","0","0"
"50492","0","0","0"
"50499","0","0","0"
"50506","0","0","0"
"50513","0","0","0"
"50520","0","0","0"
"50527","0","0","0"
"50534","0","0","0"
"50541","0","0","0"
"50548","0","0","0"
"50555","0","0","0"
"50562","0","0","0"
"50569","0","0","0"
"50576","0","0","0"
"50583","0","0","0"
"50590","0","0","0"
"50597","0","0","0"
"50604","0","0","0"
"50611","0","0","0"
"50618","0","0","0"
"50625","0","0","0"
"50632","0","0","0"
"50639","0","0","0"
"50646","0","0","0"
"50653","0","0","0"
"50660","1","1","1"
"50667","0","0","0"
"50674","0","0","0"
"50681","0","0","0"
"50688","0","0","0"
"50695","0","0","0"
"50702","0","0","0"
"50709","0","0","0"
"50716","0","0","0"
"50723","0","0","0"
"50730","0","0","0"
"50737","0","0","0"
"50744","0","0","0"
"50751","0","0","0"
"50758","0","0","0"
"50765","0","0","0"
"50772","0","0","0"
"50779","0","0","0"
"50786","0","0","0"
"50793","0","0","0"
"50800","0","0","0"
"50807","0","0","0"
"50814","0","0","0"
"50821","0","0","0"
"50828","0","0","0"
"50835","0","0","0"
"50842","0","0","0"
"50849","0","0","0"
"50856","0","0","0"
"50863","0","0","0"
"50870","0","0","0"
"50877","0","0","0"
"50884","0","0","0"
"50891","0","0","0"
"50898","0","0","0"
"50905","0","0","0"
"50912","0","0","0"
"50927","1","1","1"
"50934","0","0","0"
"50941","0","0","0"
"50948","0","0","0"
"50955","0","0","0"
"50962","0","0","0"
"50969","0","0","0"
"50976","0","0","0"
"50983","0","0","0"
"50990","0","0","0"
"50997","0","0","0"
"51004","1","1","1"
"51011","0","0","0"
"51018","0","0","0"
"51025","0","0","0"
"51032","0","0","0"
"51039","0","0","0"
"51046","0","0","0"
"51053","0","0","0"
"51060","0","0","0"
"51067","0","0","0"
"51074","0","0","0"
"51081","0","0","0"
"51088","0","0","0"
"51095","0","0","0"
"51102","0","0","0"
"51109","0","0","0"
"51116","0","0","0"
"51123","0","0","0"
"51130","0","0","0"
"51137","0","0","0"
"51144","0","0","0"
"51151","0","0","0"
"51158","0","0","0"
"51165","0","0","0"
"51172","0","0","0"
"51179","0","0","0"
"51186","0","0","0"
"51193","1","1","1"
"51200","0","0","0"
"51207","0","0","0"
"51214","0","0","0"
"51221","0","0","0"
"51228","0","0","0"
"51235","0","0","0"
"51242","0","0","0"
"51249","0","0","0"
"51256","0","0","0"
"51263","0","0","0"
"51270","0","0","0"
"51277","0","0","0"
"51284","0","0","0"
"51291","0","0","0"
"51298","0","0","0"
"51305","0","0","0"
"51312","0","0","0"
"51319","0","0","0"
"51326","0","0","0"
"51333","0","0","0"
"51340","0","0","0"
"51347","0","0","0"
"51354","0","0","0"
"51361","0","0","0"
"51368","0","0","0"
"51375","0","0","0"
"51382","0","0","0"
"51389","0","0","0"
"51396","0","0","0"
"51403","0","0","0"
"51410","0","0","0"
"51417","0","0","0"
"51424","0","0","0"
"51431","0","0","0"
"51438","0","0","0"
"51445","0","0","0"
"51452","0","0","0"
"51459","0","0","0"
"51466","1","1","1"
"51473","0","0","0"
"51480","0","0","0"
"51487","0","0","0"
"51494","0","0","0"
"51501","0","0","0"
"51508","0","0","0"
"51515","0","0","0"
"51522","1","1","1"
"51529","0","0","0"
"51536","0","0","0"
"51543","1","1","1"
"51550","0","0","0"
"51557","0","0","0"
"51564","0","0","0"
"51571","0","0","0"
"51578","0","0","0"
"51585","0","0","0"
"51592","0","0","0"
"51599","0","0","0"
"51606","0","0","0"
"51613","0","0","0"
"51620","0","0","0"
"51627","0","0","0"
"51634","0","0","0"
"51641","0","0","0"
"51648","0","0","0"
"51655","0","0","0"
"51662","0","0","0"
"51669","0","0","0"
"51676","0","0","0"
"51683","0","0","0"
"51690","0","0","0"
"51697","0","0","0"
"51704","0","0","0"
"51711","0","0","0"
"51718","0","0","0"
"51725","0","0","0"
"51732","0","0","0"
"51739","0","0","0"
"51746","0","0","0"
"51753","0","0","0"
"51760","0","0","0"
"51767","0","0","0"
"51774","0","0","0"
"51781","0","0","0"
"51788","1","1","1"
"51795","0","0","0"
"51802","0","0","0"
"51809","0","0","0"
"51816","0","0","0"
"51823","0","0","0"
"51830","1","1","1"
"51837","0","0","0"
"51844","0","0","0"
"51851","0","0","0"
"51858","0","0","0"
"51865","0","0","0"
"51872","0","0","0"
"51879","0","0","0"
"51886","0","0","0"
"51893","0","0","0"
"51900","0","0","0"
"51907","0","0","0"
"51914","0","0","0"
"51921","0","0","0"
"51928","0","0","0"
"51935","0","0","0"
"51942","0","0","0"
"51949","0","0","0"
"51956","0","0","0"
"51963","0","0","0"
"51970","0","0","0"
"51977","0","0","0"
"51984","1","1","1"
"51991","0","0","0"
"51998","0","0","0"
"52005","0","0","0"
"52020","0","0","0"
"52027","0","0","0"
"52038","0","0","0"
"52045","0","0","0"
"52052","0","0","0"
"52059","0","0","0"
"52066","0","0","0"
"52073","0","0","0"
"52080","0","0","0"
"52087","0","0","0"
"52094","0","0","0"
"52101","0","0","0"
"52108","0","0","0"
"52115","0","0","0"
"52122","1","1","1"
"52129","0","0","0"
"52136","0","0","0"
"52143","0","0","0"
"52150","1","1","1"
"52157","0","0","0"
"52164","0","0","0"
"52171","0","0","0"
"52178","0","0","0"
"52185","0","0","0"
"52192","0","0","0"
"52199","0","0","0"
"52206","0","0","0"
"52213","0","0","0"
"52220","0","0","0"
"52227","0","0","0"
"52234","0","0","0"
"52241","0","0","0"
"52248","0","0","0"
"52255","0","0","0"
"52262","0","0","0"
"52269","0","0","0"
"52276","0","0","0"
"52283","0","0","0"
"52290","0","0","0"
"52297","0","0","0"
"52304","0","0","0"
"52311","0","0","0"
"52318","0","0","0"
"52325","0","0","0"
"52332","0","0","0"
"52339","0","0","0"
"52346","0","0","0"
"52353","0","0","0"
"52360","0","0","0"
"52367","0","0","0"
"52374","0","0","0"
"52381","0","0","0"
"52388","0","0","0"
"52395","0","0","0"
"52402","0","0","0"
"52409","0","0","0"
"52416","0","0","0"
"52423","0","0","0"
"52430","0","0","0"
"52437","0","0","0"
"52444","0","0","0"
"52451","1","1","1"
"52458","0","0","0"
"52465","0","0","0"
"52472","0","0","0"
"52479","0","0","0"
"52486","1","1","1"
"52493","0","0","0"
"52500","0","0","0"
"52507","0","0","0"
"52514","0","0","0"
"52521","0","0","0"
"52528","0","0","0"
"52535","0","0","0"
"52542","0","0","0"
"52549","0","0","0"
"52556","0","0","0"
"52563","0","0","0"
"52570","0","0","0"
"52577","0","0","0"
"52584","0","0","0"
"52591","0","0","0"
"52598","0","0","0"
"52605","0","0","0"
"52612","0","0","0"
"52619","0","0","0"
"52626","0","0","0"
"52633","0","0","0"
"52640","0","0","0"
"52647","1","1","1"
"52654","0","0","0"
"52661","0","0","0"
"52668","0","0","0"
"52675","0","0","0"
"52682","0","0","0"
"52689","0","0","0"
"52696","0","0","0"
"52703","0","0","0"
"52710","0","0","0"
"52717","0","0","0"
"52724","0","0","0"
"52731","0","0","0"
"52738","0","0","0"
"52745","0","0","0"
"52752","0","0","0"
"52759","0","0","0"
"52766","0","0","0"
"52773","0","0","0"
"52780","0","0","0"
"52787","0","0","0"
"52794","0","0","0"
"52801","0","0","0"
"52808","0","0","0"
"52815","0","0","0"
"52822","0","0","0"
"52829","0","0","0"
"52836","0","0","0"
"52843","0","0","0"
"52850","0","0","0"
"52857","0","0","0"
"52864","0","0","0"
"52871","0","0","0"
"52878","0","0","0"
"52885","0","0","0"
"52892","0","0","0"
"52899","0","0","0"
"52906","0","0","0"
"52913","0","0","0"
"52920","0","0","0"
"52927","0","0","0"
"52934","0","0","0"
"52941","0","0","0"
"52948","0","0","0"
"52955","0","0","0"
"52962","0","0","0"
"52969","0","0","0"
"52976","0","0","0"
"52983","0","0","0"
"52990","0","0","0"
"52997","0","0","0"
"53004","0","0","0"
"53011","1","1","1"
"53018","0","0","0"
"53025","0","0","0"
"53032","1","1","1"
"53039","0","0","0"
"53046","0","0","0"
"53053","0","0","0"
"53060","0","0","0"
"53067","0","0","0"
"53074","1","1","1"
"53081","0","0","0"
"53088","0","0","0"
"53095","0","0","0"
"53102","0","0","0"
"53109","0","0","0"
"53116","0","0","0"
"53123","0","0","0"
"53130","0","0","0"
"53145","0","0","0"
"53152","0","0","0"
"53159","0","0","0"
"53166","0","0","0"
"53173","0","0","0"
"53180","0","0","0"
"53187","0","0","0"
"53194","0","0","0"
"53201","0","0","0"
"53208","0","0","0"
"53215","0","0","0"
"53222","0","0","0"
"53229","0","0","0"
"53236","0","0","0"
"53243","0","0","0"
"53250","0","0","0"
"53257","0","0","0"
"53264","0","0","0"
"53271","1","1","1"
"53278","0","0","0"
"53285","0","0","0"
"53292","0","0","0"
"53299","0","0","0"
"53306","0","0","0"
"53313","0","0","0"
"53320","0","0","0"
"53327","0","0","0"
"53334","0","0","0"
"53341","0","0","0"
"53348","0","0","0"
"53355","0","0","0"
"53362","0","0","0"
"53369","0","0","0"
"53376","0","0","0"
"53383","0","0","0"
"53390","0","0","0"
"53397","0","0","0"
"53404","0","0","0"
"53411","0","0","0"
"53418","0","0","0"
"53425","0","0","0"
"53432","0","0","0"
"53439","0","0","0"
"53446","0","0","0"
"53453","0","0","0"
"53460","0","0","0"
"53467","0","0","0"
"53474","0","0","0"
"53481","0","0","0"
"53488","0","0","0"
"53495","0","0","0"
"53502","0","0","0"
"53509","0","0","0"
"53516","0","0","0"
"53523","0","0","0"
