"Step","still-disco-8 - step_crash","still-disco-8 - step_crash__MIN","still-disco-8 - step_crash__MAX"
"4834","0","0","0"
"4836","0","0","0"
"4838","0","0","0"
"4844","1","1","1"
"4846","0","0","0"
"4856","0","0","0"
"4860","0","0","0"
"4864","0","0","0"
"4866","0","0","0"
"4868","0","0","0"
"4870","0","0","0"
"4876","0","0","0"
"4878","0","0","0"
"4880","0","0","0"
"4882","0","0","0"
"4886","0","0","0"
"4896","0","0","0"
"4904","0","0","0"
"4908","0","0","0"
"4910","0","0","0"
"4914","0","0","0"
"4916","0","0","0"
"4922","0","0","0"
"4926","0","0","0"
"4928","0","0","0"
"4932","0","0","0"
"4938","0","0","0"
"4940","0","0","0"
"4942","0","0","0"
"4944","0","0","0"
"4946","0","0","0"
"4948","0","0","0"
"4952","0","0","0"
"4954","0","0","0"
"4958","0","0","0"
"4960","0","0","0"
"4962","0","0","0"
"4970","0","0","0"
"4976","0","0","0"
"4978","0","0","0"
"4988","0","0","0"
"4990","1","1","1"
"4998","0","0","0"
"5002","0","0","0"
"5004","0","0","0"
"5006","0","0","0"
"5008","0","0","0"
"5012","0","0","0"
"5016","0","0","0"
"5018","0","0","0"
"5022","0","0","0"
"5024","0","0","0"
"5030","0","0","0"
"5032","0","0","0"
"5034","0","0","0"
"5040","0","0","0"
"5042","0","0","0"
"5044","0","0","0"
"5048","0","0","0"
"5052","0","0","0"
"5054","0","0","0"
"5060","0","0","0"
"5062","0","0","0"
"5064","1","1","1"
"5066","0","0","0"
"5068","0","0","0"
"5070","0","0","0"
"5074","0","0","0"
"5078","0","0","0"
"5080","0","0","0"
"5082","0","0","0"
"5090","0","0","0"
"5092","0","0","0"
"5094","0","0","0"
"5096","0","0","0"
"5114","1","1","1"
"5124","0","0","0"
"5128","0","0","0"
"5134","0","0","0"
"5136","0","0","0"
"5138","0","0","0"
"5144","0","0","0"
"5146","0","0","0"
"5152","0","0","0"
"5154","0","0","0"
"5156","0","0","0"
"5160","0","0","0"
"5184","0","0","0"
"5186","0","0","0"
"5188","0","0","0"
"5190","0","0","0"
"5192","0","0","0"
"5198","0","0","0"
"5200","0","0","0"
"5202","0","0","0"
"5204","0","0","0"
"5206","0","0","0"
"5208","0","0","0"
"5210","0","0","0"
"5212","0","0","0"
"5214","0","0","0"
"5218","0","0","0"
"5228","0","0","0"
"5232","0","0","0"
"5236","0","0","0"
"5240","0","0","0"
"5242","0","0","0"
"5248","0","0","0"
"5250","0","0","0"
"5254","0","0","0"
"5258","0","0","0"
"5260","0","0","0"
"5268","0","0","0"
"5272","0","0","0"
"5274","0","0","0"
"5276","0","0","0"
"5278","0","0","0"
"5282","0","0","0"
"5284","0","0","0"
"5292","0","0","0"
"5296","0","0","0"
"5300","0","0","0"
"5308","0","0","0"
"5312","0","0","0"
"5316","0","0","0"
"5324","0","0","0"
"5328","0","0","0"
"5330","0","0","0"
"5338","0","0","0"
"5340","0","0","0"
"5342","0","0","0"
"5346","0","0","0"
"5352","0","0","0"
"5358","0","0","0"
"5360","0","0","0"
"5370","0","0","0"
"5372","1","1","1"
"5374","0","0","0"
"5376","0","0","0"
"5378","0","0","0"
"5382","0","0","0"
"5384","0","0","0"
"5388","0","0","0"
"5392","0","0","0"
"5394","0","0","0"
"5396","0","0","0"
"5398","0","0","0"
"5400","0","0","0"
"5414","0","0","0"
"5416","0","0","0"
"5422","0","0","0"
"5428","0","0","0"
"5430","0","0","0"
"5434","0","0","0"
"5440","0","0","0"
"5442","0","0","0"
"5444","0","0","0"
"5446","0","0","0"
"5456","0","0","0"
"5458","0","0","0"
"5460","0","0","0"
"5474","1","1","1"
"5478","0","0","0"
"5480","0","0","0"
"5492","0","0","0"
"5494","0","0","0"
"5508","0","0","0"
"5512","0","0","0"
"5516","0","0","0"
"5520","1","1","1"
"5522","0","0","0"
"5532","0","0","0"
"5534","0","0","0"
"5538","0","0","0"
"5540","0","0","0"
"5542","0","0","0"
"5546","0","0","0"
"5552","0","0","0"
"5558","0","0","0"
"5560","0","0","0"
"5562","0","0","0"
"5568","0","0","0"
"5570","0","0","0"
"5572","0","0","0"
"5574","1","1","1"
"5576","0","0","0"
"5578","0","0","0"
"5582","0","0","0"
"5584","0","0","0"
"5588","0","0","0"
"5592","0","0","0"
"5596","0","0","0"
"5598","0","0","0"
"5600","0","0","0"
"5602","0","0","0"
"5604","0","0","0"
"5608","0","0","0"
"5610","0","0","0"
"5612","0","0","0"
"5616","0","0","0"
"5618","0","0","0"
"5620","0","0","0"
"5622","0","0","0"
"5624","0","0","0"
"5630","0","0","0"
"5632","0","0","0"
"5636","0","0","0"
"5640","0","0","0"
"5644","0","0","0"
"5648","0","0","0"
"5654","0","0","0"
"5656","0","0","0"
"5658","0","0","0"
"5660","0","0","0"
"5662","0","0","0"
"5668","0","0","0"
"5672","0","0","0"
"5674","0","0","0"
"5676","0","0","0"
"5682","0","0","0"
"5684","0","0","0"
"5686","0","0","0"
"5688","0","0","0"
"5690","0","0","0"
"5694","0","0","0"
"5698","0","0","0"
"5700","0","0","0"
"5704","0","0","0"
"5706","0","0","0"
"5708","0","0","0"
"5710","0","0","0"
"5712","0","0","0"
"5714","0","0","0"
"5716","0","0","0"
"5718","1","1","1"
"5720","0","0","0"
"5722","0","0","0"
"5726","0","0","0"
"5732","0","0","0"
"5736","0","0","0"
"5738","0","0","0"
"5744","0","0","0"
"5752","1","1","1"
"5758","0","0","0"
"5768","0","0","0"
"5774","0","0","0"
"5776","0","0","0"
"5778","0","0","0"
"5782","0","0","0"
"5784","0","0","0"
"5788","0","0","0"
"5790","0","0","0"
"5794","0","0","0"
"5798","0","0","0"
"5800","0","0","0"
"5806","0","0","0"
"5810","0","0","0"
"5814","0","0","0"
"5816","0","0","0"
"5818","0","0","0"
"5820","0","0","0"
"5830","0","0","0"
"5832","0","0","0"
"5836","0","0","0"
"5838","0","0","0"
"5844","0","0","0"
"5848","0","0","0"
"5850","0","0","0"
"5856","0","0","0"
"5862","0","0","0"
"5864","0","0","0"
"5872","0","0","0"
"5882","0","0","0"
"5884","0","0","0"
"5890","0","0","0"
"5900","0","0","0"
"5902","0","0","0"
"5904","0","0","0"
"5906","0","0","0"
"5908","0","0","0"
"5914","0","0","0"
"5916","0","0","0"
"5922","0","0","0"
"5924","0","0","0"
"5936","0","0","0"
"5938","0","0","0"
"5940","0","0","0"
"5944","0","0","0"
"5954","0","0","0"
"5958","0","0","0"
"5960","0","0","0"
"5968","0","0","0"
"5970","0","0","0"
"5972","0","0","0"
"5976","0","0","0"
"5978","1","1","1"
"5982","0","0","0"
"5988","0","0","0"
"5990","0","0","0"
"5994","0","0","0"
"6000","0","0","0"
"6002","0","0","0"
"6010","0","0","0"
"6014","0","0","0"
"6016","0","0","0"
"6020","0","0","0"
"6022","0","0","0"
"6024","0","0","0"
"6026","0","0","0"
"6028","0","0","0"
"6030","0","0","0"
"6034","0","0","0"
"6038","0","0","0"
"6040","0","0","0"
"6042","0","0","0"
"6046","0","0","0"
"6050","0","0","0"
"6052","0","0","0"
"6064","0","0","0"
"6066","0","0","0"
"6070","0","0","0"
"6072","0","0","0"
"6074","0","0","0"
"6076","0","0","0"
"6080","0","0","0"
"6082","0","0","0"
"6084","0","0","0"
"6086","0","0","0"
"6090","0","0","0"
"6092","0","0","0"
"6102","0","0","0"
"6104","0","0","0"
"6112","0","0","0"
"6118","0","0","0"
"6122","0","0","0"
"6124","0","0","0"
"6128","0","0","0"
"6134","0","0","0"
"6144","0","0","0"
"6154","0","0","0"
"6160","0","0","0"
"6164","0","0","0"
"6178","0","0","0"
"6180","0","0","0"
"6182","0","0","0"
"6184","0","0","0"
"6190","0","0","0"
"6194","0","0","0"
"6202","0","0","0"
"6208","0","0","0"
"6214","0","0","0"
"6216","0","0","0"
"6220","0","0","0"
"6228","0","0","0"
"6232","0","0","0"
"6236","0","0","0"
"6240","0","0","0"
"6242","0","0","0"
"6244","0","0","0"
"6246","0","0","0"
"6250","0","0","0"
"6252","0","0","0"
"6254","0","0","0"
"6260","0","0","0"
"6264","0","0","0"
"6276","0","0","0"
"6282","0","0","0"
"6284","0","0","0"
"6286","0","0","0"
"6290","0","0","0"
"6294","0","0","0"
"6296","0","0","0"
"6304","0","0","0"
"6306","0","0","0"
"6310","0","0","0"
"6312","0","0","0"
"6316","0","0","0"
"6320","0","0","0"
"6322","0","0","0"
"6326","0","0","0"
"6328","0","0","0"
"6330","0","0","0"
"6332","0","0","0"
"6334","0","0","0"
"6336","0","0","0"
"6338","0","0","0"
"6340","0","0","0"
"6342","0","0","0"
"6352","0","0","0"
"6354","0","0","0"
"6358","0","0","0"
"6362","0","0","0"
"6364","0","0","0"
"6366","0","0","0"
"6368","0","0","0"
"6370","0","0","0"
"6374","1","1","1"
"6376","0","0","0"
"6384","0","0","0"
"6392","0","0","0"
"6394","0","0","0"
"6398","0","0","0"
"6402","0","0","0"
"6408","0","0","0"
"6410","0","0","0"
"6412","0","0","0"
"6414","0","0","0"
"6420","0","0","0"
"6426","0","0","0"
"6428","1","1","1"
"6430","0","0","0"
"6436","0","0","0"
"6438","0","0","0"
"6444","0","0","0"
"6446","0","0","0"
"6452","0","0","0"
"6454","0","0","0"
"6462","0","0","0"
"6464","0","0","0"
"6466","0","0","0"
"6482","0","0","0"
"6484","1","1","1"
"6486","0","0","0"
"6488","0","0","0"
"6492","0","0","0"
"6494","0","0","0"
"6496","0","0","0"
"6498","0","0","0"
"6500","0","0","0"
"6502","0","0","0"
"6504","0","0","0"
"6506","0","0","0"
"6512","0","0","0"
"6516","0","0","0"
"6518","0","0","0"
"6524","0","0","0"
"6526","0","0","0"
"6528","0","0","0"
"6530","0","0","0"
"6532","0","0","0"
"6542","0","0","0"
"6544","0","0","0"
"6546","0","0","0"
"6548","0","0","0"
"6554","0","0","0"
"6556","0","0","0"
"6560","0","0","0"
"6566","0","0","0"
"6568","0","0","0"
"6570","0","0","0"
"6578","0","0","0"
"6580","0","0","0"
"6582","0","0","0"
"6584","0","0","0"
"6586","0","0","0"
"6588","0","0","0"
"6590","0","0","0"
"6592","0","0","0"
"6594","0","0","0"
"6596","0","0","0"
"6612","0","0","0"
"6614","0","0","0"
"6616","0","0","0"
"6620","0","0","0"
"6622","0","0","0"
"6628","0","0","0"
"6630","0","0","0"
"6632","0","0","0"
"6636","0","0","0"
"6640","0","0","0"
"6646","0","0","0"
"6650","0","0","0"
"6654","0","0","0"
"6656","0","0","0"
"6662","0","0","0"
"6670","0","0","0"
"6674","0","0","0"
"6676","0","0","0"
"6678","0","0","0"
"6680","0","0","0"
"6682","0","0","0"
"6688","0","0","0"
"6694","0","0","0"
"6698","0","0","0"
"6700","0","0","0"
"6706","0","0","0"
"6708","0","0","0"
"6712","0","0","0"
"6714","0","0","0"
"6716","0","0","0"
"6718","0","0","0"
"6720","0","0","0"
"6730","0","0","0"
"6732","0","0","0"
"6734","0","0","0"
"6740","0","0","0"
"6744","0","0","0"
"6746","0","0","0"
"6752","0","0","0"
"6768","0","0","0"
"6770","0","0","0"
"6772","0","0","0"
"6774","0","0","0"
"6776","0","0","0"
"6780","0","0","0"
"6786","0","0","0"
"6792","0","0","0"
"6794","0","0","0"
"6798","0","0","0"
"6800","0","0","0"
"6810","0","0","0"
"6812","0","0","0"
"6820","0","0","0"
"6822","0","0","0"
"6826","0","0","0"
"6830","0","0","0"
"6834","0","0","0"
"6836","0","0","0"
"6838","0","0","0"
"6840","0","0","0"
"6842","0","0","0"
"6846","0","0","0"
"6848","0","0","0"
"6852","0","0","0"
"6854","0","0","0"
"6858","0","0","0"
"6864","0","0","0"
"6866","0","0","0"
"6868","0","0","0"
"6872","0","0","0"
"6874","0","0","0"
"6876","0","0","0"
"6878","0","0","0"
"6880","0","0","0"
"6882","0","0","0"
"6884","0","0","0"
"6886","0","0","0"
"6890","0","0","0"
"6894","0","0","0"
"6896","0","0","0"
"6900","0","0","0"
"6902","1","1","1"
"6906","0","0","0"
"6908","0","0","0"
"6910","0","0","0"
"6916","0","0","0"
"6918","0","0","0"
"6920","0","0","0"
"6922","0","0","0"
"6924","0","0","0"
"6928","0","0","0"
"6932","0","0","0"
"6940","0","0","0"
"6942","0","0","0"
"6954","0","0","0"
"6960","0","0","0"
"6964","0","0","0"
"6966","1","1","1"
"6972","0","0","0"
"6976","0","0","0"
"6978","0","0","0"
"6984","0","0","0"
"6994","0","0","0"
"7000","0","0","0"
"7004","0","0","0"
"7010","0","0","0"
"7016","0","0","0"
"7020","0","0","0"
"7022","0","0","0"
"7024","0","0","0"
"7026","0","0","0"
"7030","0","0","0"
"7036","0","0","0"
"7038","0","0","0"
"7040","0","0","0"
"7042","0","0","0"
"7044","0","0","0"
"7046","0","0","0"
"7050","1","1","1"
"7072","0","0","0"
"7078","0","0","0"
"7082","0","0","0"
"7086","0","0","0"
"7090","0","0","0"
"7094","0","0","0"
"7096","0","0","0"
"7102","0","0","0"
"7110","0","0","0"
"7116","0","0","0"
"7130","0","0","0"
"7138","0","0","0"
"7148","0","0","0"
"7150","0","0","0"
"7152","0","0","0"
"7156","0","0","0"
"7158","0","0","0"
"7160","0","0","0"
"7166","0","0","0"
"7168","0","0","0"
"7170","0","0","0"
"7172","0","0","0"
"7174","0","0","0"
"7176","0","0","0"
"7178","0","0","0"
"7180","0","0","0"
"7182","0","0","0"
"7184","0","0","0"
"7190","0","0","0"
"7198","0","0","0"
"7200","0","0","0"
"7208","0","0","0"
"7216","0","0","0"
"7220","0","0","0"
"7224","1","1","1"
"7228","0","0","0"
"7232","0","0","0"
"7238","0","0","0"
"7244","0","0","0"
"7248","0","0","0"
"7252","0","0","0"
"7254","0","0","0"
"7258","0","0","0"
"7262","0","0","0"
"7264","0","0","0"
"7266","0","0","0"
"7270","0","0","0"
"7272","0","0","0"
"7276","0","0","0"
"7280","0","0","0"
"7282","0","0","0"
"7288","0","0","0"
"7290","0","0","0"
"7292","0","0","0"
"7296","0","0","0"
"7298","0","0","0"
"7308","0","0","0"
"7310","0","0","0"
"7312","0","0","0"
"7314","0","0","0"
"7316","0","0","0"
"7320","0","0","0"
"7322","0","0","0"
"7326","0","0","0"
"7332","0","0","0"
"7336","0","0","0"
"7338","0","0","0"
"7342","0","0","0"
"7350","0","0","0"
"7356","0","0","0"
"7358","0","0","0"
"7360","0","0","0"
"7362","0","0","0"
"7366","0","0","0"
"7372","0","0","0"
"7374","0","0","0"
"7376","0","0","0"
"7378","0","0","0"
"7382","0","0","0"
"7384","0","0","0"
"7388","0","0","0"
"7390","0","0","0"
"7396","0","0","0"
"7400","0","0","0"
"7402","0","0","0"
"7404","0","0","0"
"7406","0","0","0"
"7408","0","0","0"
"7410","0","0","0"
"7422","0","0","0"
"7432","0","0","0"
"7442","0","0","0"
"7444","0","0","0"
"7446","0","0","0"
"7454","0","0","0"
"7458","0","0","0"
"7470","0","0","0"
"7476","0","0","0"
"7478","0","0","0"
"7480","0","0","0"
"7482","0","0","0"
"7484","0","0","0"
"7486","0","0","0"
"7492","0","0","0"
"7494","0","0","0"
"7498","0","0","0"
"7508","0","0","0"
"7512","0","0","0"
"7514","0","0","0"
"7518","0","0","0"
"7520","0","0","0"
"7524","0","0","0"
"7526","0","0","0"
"7528","0","0","0"
"7530","0","0","0"
"7532","0","0","0"
"7538","0","0","0"
"7548","0","0","0"
"7550","0","0","0"
"7554","0","0","0"
"7556","0","0","0"
"7558","0","0","0"
"7560","0","0","0"
"7566","0","0","0"
"7568","0","0","0"
"7574","0","0","0"
"7580","0","0","0"
"7586","0","0","0"
"7592","0","0","0"
"7596","0","0","0"
"7598","0","0","0"
"7604","0","0","0"
"7608","0","0","0"
"7610","0","0","0"
"7612","0","0","0"
"7614","0","0","0"
"7622","0","0","0"
"7624","0","0","0"
"7626","0","0","0"
"7630","0","0","0"
"7632","0","0","0"
"7634","0","0","0"
"7638","0","0","0"
"7640","0","0","0"
"7642","0","0","0"
"7646","0","0","0"
"7650","0","0","0"
"7660","0","0","0"
"7662","0","0","0"
"7664","0","0","0"
"7666","0","0","0"
"7668","0","0","0"
"7672","1","1","1"
"7674","0","0","0"
"7678","0","0","0"
"7680","0","0","0"
"7682","0","0","0"
"7684","0","0","0"
"7688","2","2","2"
"7690","0","0","0"
"7700","0","0","0"
"7706","0","0","0"
"7716","0","0","0"
"7718","0","0","0"
"7720","0","0","0"
"7726","0","0","0"
"7728","0","0","0"
"7730","0","0","0"
"7732","0","0","0"
"7734","0","0","0"
"7750","0","0","0"
"7752","0","0","0"
"7756","0","0","0"
"7762","0","0","0"
"7766","0","0","0"
"7768","0","0","0"
"7778","0","0","0"
"7788","0","0","0"
"7794","0","0","0"
"7798","0","0","0"
"7800","0","0","0"
"7802","0","0","0"
"7806","0","0","0"
"7808","0","0","0"
"7810","0","0","0"
"7812","0","0","0"
"7814","0","0","0"
"7818","0","0","0"
"7820","0","0","0"
"7822","0","0","0"
"7830","0","0","0"
"7834","0","0","0"
"7836","0","0","0"
"7838","0","0","0"
"7842","0","0","0"
"7844","0","0","0"
"7850","0","0","0"
"7854","0","0","0"
"7858","0","0","0"
"7860","1","1","1"
"7862","0","0","0"
"7866","0","0","0"
"7868","0","0","0"
"7870","0","0","0"
"7872","0","0","0"
"7878","0","0","0"
"7882","0","0","0"
"7902","0","0","0"
"7904","0","0","0"
"7906","0","0","0"
"7908","0","0","0"
"7914","0","0","0"
"7916","0","0","0"
"7920","0","0","0"
"7924","0","0","0"
"7932","0","0","0"
"7934","0","0","0"
"7938","0","0","0"
"7940","0","0","0"
"7942","0","0","0"
"7944","0","0","0"
"7946","0","0","0"
"7954","0","0","0"
"7962","0","0","0"
"7964","1","1","1"
"7966","0","0","0"
"7970","0","0","0"
"7974","0","0","0"
"7976","0","0","0"
"7978","0","0","0"
"7984","0","0","0"
"7990","1","1","1"
"7996","0","0","0"
"7998","0","0","0"
"8002","0","0","0"
"8006","0","0","0"
"8008","0","0","0"
"8012","0","0","0"
"8014","0","0","0"
"8018","0","0","0"
"8020","0","0","0"
"8026","0","0","0"
"8034","1","1","1"
"8036","0","0","0"
"8040","0","0","0"
"8044","0","0","0"
"8046","0","0","0"
"8048","0","0","0"
"8052","0","0","0"
"8054","0","0","0"
"8056","0","0","0"
"8058","0","0","0"
"8060","0","0","0"
"8062","0","0","0"
"8066","0","0","0"
"8070","0","0","0"
"8092","0","0","0"
"8094","0","0","0"
"8098","0","0","0"
"8106","0","0","0"
"8108","0","0","0"
"8110","0","0","0"
"8122","0","0","0"
"8124","0","0","0"
"8128","0","0","0"
"8130","0","0","0"
"8132","0","0","0"
"8134","0","0","0"
"8136","0","0","0"
"8142","0","0","0"
"8146","0","0","0"
"8152","0","0","0"
"8164","0","0","0"
"8168","0","0","0"
"8172","0","0","0"
"8176","0","0","0"
"8178","0","0","0"
"8184","0","0","0"
"8188","0","0","0"
"8190","0","0","0"
"8192","0","0","0"
"8198","0","0","0"
"8204","0","0","0"
"8208","0","0","0"
"8212","0","0","0"
"8216","0","0","0"
"8222","0","0","0"
"8224","0","0","0"
"8226","0","0","0"
"8228","0","0","0"
"8236","0","0","0"
"8238","0","0","0"
"8240","0","0","0"
"8248","0","0","0"
"8252","0","0","0"
"8254","1","1","1"
"8258","0","0","0"
"8266","0","0","0"
"8268","0","0","0"
"8270","0","0","0"
"8272","0","0","0"
"8274","0","0","0"
"8276","0","0","0"
"8282","0","0","0"
"8286","0","0","0"
"8288","0","0","0"
"8290","0","0","0"
"8294","0","0","0"
"8296","0","0","0"
"8300","0","0","0"
"8302","0","0","0"
"8312","0","0","0"
"8320","0","0","0"
"8322","0","0","0"
"8324","0","0","0"
"8330","0","0","0"
"8332","0","0","0"
"8334","0","0","0"
"8336","0","0","0"
"8338","0","0","0"
"8342","0","0","0"
"8344","0","0","0"
"8346","0","0","0"
"8348","0","0","0"
"8352","0","0","0"
"8354","0","0","0"
"8362","0","0","0"
"8366","0","0","0"
"8374","0","0","0"
"8376","0","0","0"
"8380","0","0","0"
"8382","0","0","0"
"8386","0","0","0"
"8388","0","0","0"
"8390","0","0","0"
"8392","0","0","0"
"8398","0","0","0"
"8400","0","0","0"
"8410","0","0","0"
"8414","0","0","0"
"8426","0","0","0"
"8432","0","0","0"
"8434","0","0","0"
"8440","0","0","0"
"8442","0","0","0"
"8444","0","0","0"
"8450","0","0","0"
"8454","0","0","0"
"8456","0","0","0"
"8458","0","0","0"
"8460","0","0","0"
"8464","0","0","0"
"8466","0","0","0"
"8468","0","0","0"
"8472","0","0","0"
"8478","0","0","0"
"8482","0","0","0"
"8484","0","0","0"
"8486","0","0","0"
"8488","0","0","0"
"8490","0","0","0"
"8492","0","0","0"
"8496","0","0","0"
"8504","0","0","0"
"8512","0","0","0"
"8514","0","0","0"
"8516","1","1","1"
"8524","0","0","0"
"8526","0","0","0"
"8530","0","0","0"
"8532","0","0","0"
"8536","0","0","0"
"8546","0","0","0"
"8548","0","0","0"
"8560","0","0","0"
"8564","0","0","0"
"8570","0","0","0"
"8572","0","0","0"
"8574","0","0","0"
"8578","0","0","0"
"8582","0","0","0"
"8586","0","0","0"
"8590","0","0","0"
"8594","0","0","0"
"8596","0","0","0"
"8598","0","0","0"
"8600","0","0","0"
"8610","0","0","0"
"8612","0","0","0"
"8618","0","0","0"
"8626","0","0","0"
"8628","0","0","0"
"8632","0","0","0"
"8636","0","0","0"
"8640","0","0","0"
"8642","0","0","0"
"8644","0","0","0"
"8646","1","1","1"
"8648","0","0","0"
"8654","0","0","0"
"8660","0","0","0"
"8662","0","0","0"
"8680","0","0","0"
"8690","0","0","0"
"8692","0","0","0"
"8700","0","0","0"
"8710","0","0","0"
"8714","0","0","0"
"8716","0","0","0"
"8718","0","0","0"
"8726","0","0","0"
"8734","0","0","0"
"8736","0","0","0"
"8746","0","0","0"
"8756","0","0","0"
"8762","0","0","0"
"8764","0","0","0"
"8774","0","0","0"
"8776","0","0","0"
"8778","0","0","0"
"8780","0","0","0"
"8786","0","0","0"
"8788","0","0","0"
"8790","0","0","0"
"8792","0","0","0"
"8804","0","0","0"
"8806","0","0","0"
"8808","0","0","0"
"8810","1","1","1"
"8814","0","0","0"
"8818","1","1","1"
"8820","0","0","0"
"8824","0","0","0"
"8828","0","0","0"
"8834","0","0","0"
"8840","0","0","0"
"8844","0","0","0"
"8854","0","0","0"
"8860","0","0","0"
"8862","0","0","0"
"8864","0","0","0"
"8868","0","0","0"
"8870","0","0","0"
"8872","0","0","0"
"8874","0","0","0"
"8876","0","0","0"
"8880","0","0","0"
"8884","0","0","0"
"8886","0","0","0"
"8894","0","0","0"
"8902","0","0","0"
"8908","0","0","0"
"8910","0","0","0"
"8912","0","0","0"
"8918","0","0","0"
"8924","0","0","0"
"8926","0","0","0"
"8928","0","0","0"
"8930","0","0","0"
"8932","0","0","0"
"8936","0","0","0"
"8938","0","0","0"
"8940","0","0","0"
"8942","0","0","0"
"8946","0","0","0"
